plan_type,contract_type,autopay,is_promo_user,add_on_count,tenure_months,monthly_usage_gb,avg_latency_ms,support_tickets_30d,discount_pct,payment_failures_90d,downtime_hours_30d,churned
Basic,Monthly,No,No,0,43,170.88,141.0,1,24.8,1,3.2,0
Standard,Monthly,Yes,Yes,0,22,164.46,149.3,2,8.4,0,0.57,0
Standard,Monthly,Yes,No,1,31,107.55,80.5,0,9.9,0,2.0,0
Standard,Monthly,Yes,No,0,14,184.12,86.8,0,23.3,0,1.73,0
Standard,Monthly,Yes,No,1,9,179.42,152.7,1,12.4,0,6.28,0
Basic,Annual,Yes,No,0,50,120.92,139.0,1,8.7,1,1.52,0
Basic,Monthly,No,No,3,25,140.17,164.4,0,27.0,0,2.89,1
Basic,Monthly,Yes,No,0,24,58.46,172.0,1,15.6,1,4.85,1
Pro,Monthly,Yes,No,0,8,143.27,98.6,1,7.6,0,1.08,0
Standard,Monthly,Yes,No,0,21,172.62,227.4,1,32.6,1,0.73,0
Basic,Monthly,No,Yes,0,46,1.0,108.8,1,22.2,0,0.54,1
Pro,Annual,No,No,1,28,175.38,121.7,2,13.0,0,0.86,0
Standard,Monthly,Yes,No,1,9,93.08,157.0,1,22.6,1,2.32,1
Basic,Monthly,Yes,Yes,3,6,148.88,175.9,0,25.6,0,1.34,1
Basic,Monthly,No,No,1,5,235.37,187.9,0,5.7,2,2.17,1
Standard,Monthly,No,No,2,16,71.21,132.0,1,25.7,0,0.37,1
Basic,Monthly,Yes,Yes,1,12,209.21,54.2,1,2.7,0,0.87,0
Basic,Monthly,Yes,No,1,14,65.85,183.1,3,21.6,0,1.73,1
Basic,Monthly,No,No,2,9,85.08,115.4,0,17.8,0,0.84,0
Standard,Monthly,Yes,No,2,51,180.48,144.1,0,20.2,0,0.76,0
Standard,Monthly,No,No,1,11,125.73,183.2,1,19.9,0,1.58,0
Standard,Monthly,No,Yes,0,11,117.69,140.1,0,17.8,0,0.81,1
Basic,Monthly,Yes,No,0,41,154.8,140.7,1,23.0,0,3.43,0
Standard,Monthly,No,Yes,3,46,120.61,145.4,1,10.3,0,3.32,1
Standard,Monthly,Yes,No,1,35,108.61,67.4,0,23.8,0,0.5,0
Standard,Annual,Yes,No,3,9,114.63,135.9,0,13.3,0,0.71,0
Basic,Monthly,Yes,No,1,16,98.83,64.4,2,18.4,0,1.62,0
Standard,Annual,No,No,1,17,117.12,136.0,1,30.8,0,0.51,0
Basic,Monthly,Yes,No,2,19,152.89,182.2,0,5.4,0,0.5,0
Standard,Monthly,Yes,No,2,8,159.98,123.9,0,14.9,0,0.56,0
Basic,Monthly,Yes,No,0,27,210.57,172.7,1,16.2,1,4.54,1
Basic,Monthly,No,No,3,28,108.26,133.6,2,1.3,0,0.08,0
Standard,Annual,Yes,No,1,46,162.32,68.4,0,10.6,1,0.92,0
Pro,Monthly,No,No,2,4,41.61,108.8,0,20.9,1,1.55,1
Basic,Annual,No,No,1,13,130.93,106.9,1,24.3,0,2.55,0
Standard,Monthly,No,No,0,4,117.26,133.6,0,8.5,0,0.17,1
Pro,Monthly,No,No,0,11,211.86,95.6,2,13.6,0,2.15,0
Pro,Monthly,Yes,No,1,9,58.48,86.6,1,20.6,0,1.69,0
Standard,Monthly,No,No,0,23,102.21,139.7,0,19.7,0,1.26,1
Standard,Annual,Yes,No,1,44,86.02,208.4,1,13.4,0,1.9,1
Basic,Monthly,Yes,No,2,35,98.32,100.0,1,22.2,0,0.88,0
Basic,Monthly,Yes,No,0,28,141.58,157.0,2,4.5,1,1.47,1
Basic,Monthly,Yes,No,0,6,163.58,154.6,0,15.8,0,2.77,1
Standard,Monthly,No,Yes,1,21,104.48,124.9,1,11.7,0,0.75,0
Standard,Monthly,No,No,0,24,162.15,166.8,2,13.8,0,0.63,1
Standard,Monthly,No,No,0,46,187.7,108.9,1,4.2,0,0.42,0
Basic,Monthly,Yes,No,1,22,106.98,119.2,1,21.7,0,5.45,1
Basic,Annual,Yes,No,5,39,116.53,145.8,0,4.4,0,3.02,0
Standard,Monthly,Yes,No,0,25,52.99,97.6,0,36.0,0,2.67,0
Standard,Monthly,No,No,1,7,82.27,167.1,0,1.5,0,4.29,1
Basic,Monthly,Yes,No,1,40,88.84,181.4,2,16.8,0,0.47,1
Basic,Monthly,Yes,Yes,2,24,79.53,78.2,1,20.3,0,2.37,1
Basic,Annual,Yes,No,1,15,34.28,132.7,0,35.1,1,2.0,0
Standard,Monthly,Yes,No,1,14,166.06,156.9,1,9.5,0,0.29,0
Pro,Monthly,Yes,No,0,17,86.29,83.7,1,24.6,0,0.27,0
Standard,Annual,Yes,No,0,43,132.58,194.8,0,4.3,0,1.42,0
Standard,Annual,No,Yes,0,20,200.72,109.6,1,4.8,1,1.59,0
Pro,Monthly,Yes,Yes,0,84,95.34,138.4,0,11.1,0,1.72,0
Basic,Monthly,Yes,No,2,26,130.51,98.2,0,20.2,1,1.62,0
Basic,Monthly,No,No,1,12,150.68,137.0,0,20.0,0,2.04,0
Pro,Annual,Yes,Yes,0,26,60.91,118.4,1,2.7,0,2.42,1
Standard,Annual,Yes,No,0,21,161.95,136.2,0,6.3,0,0.61,0
Standard,Monthly,Yes,No,1,16,240.62,152.9,1,27.1,0,2.21,0
Pro,Monthly,No,No,1,5,174.44,207.9,0,19.3,1,0.42,1
Basic,Annual,Yes,No,1,8,75.11,141.6,2,14.9,0,1.08,1
Basic,Annual,Yes,No,1,6,106.72,142.4,0,7.7,1,2.8,1
Basic,Annual,Yes,No,2,16,96.64,166.9,0,19.1,0,1.65,1
Pro,Annual,No,No,0,21,149.69,126.5,0,33.7,0,2.9,0
Basic,Monthly,Yes,Yes,0,24,150.86,76.2,1,8.0,0,3.22,0
Standard,Monthly,Yes,No,2,22,194.15,139.2,1,39.3,2,0.59,0
Basic,Annual,Yes,No,0,7,153.27,82.8,1,7.2,2,1.51,0
Pro,Monthly,Yes,No,1,28,140.84,185.9,2,28.3,1,0.45,0
Basic,Monthly,No,Yes,0,44,114.77,131.1,1,5.5,0,3.28,1
Pro,Annual,No,No,1,27,143.78,118.0,2,13.1,0,5.38,1
Standard,Annual,Yes,Yes,1,33,65.01,124.9,0,7.4,0,2.05,0
Standard,Monthly,Yes,Yes,2,36,198.82,131.3,1,13.6,0,2.38,0
Basic,Monthly,No,Yes,2,16,161.31,131.8,1,6.4,0,1.05,0
Standard,Monthly,No,No,2,22,66.64,120.3,2,12.8,0,2.79,1
Basic,Monthly,No,Yes,0,14,186.02,130.7,0,16.1,0,2.8,0
Pro,Monthly,Yes,Yes,0,38,125.47,68.9,1,11.2,1,0.79,0
Standard,Monthly,No,No,0,5,93.02,123.2,0,27.0,0,1.01,1
Standard,Monthly,Yes,No,1,26,174.26,118.1,1,11.7,0,3.24,0
Basic,Monthly,No,No,0,26,197.82,129.7,0,18.9,0,0.93,0
Basic,Monthly,Yes,No,1,16,89.85,139.6,1,34.6,1,0.91,1
Standard,Annual,Yes,No,2,36,146.0,98.2,2,23.1,0,0.58,0
Pro,Annual,Yes,No,2,33,124.76,121.8,2,26.4,0,4.83,0
Standard,Monthly,Yes,No,3,13,91.88,142.0,2,12.5,1,0.31,1
Pro,Monthly,Yes,No,0,5,150.25,88.0,0,8.2,0,0.8,0
Basic,Annual,Yes,No,2,35,154.2,101.3,1,6.1,0,0.44,0
Basic,Monthly,No,No,1,28,171.56,233.8,0,16.9,0,0.75,0
Basic,Monthly,No,No,2,25,158.06,160.5,0,10.6,0,1.32,0
Standard,Monthly,Yes,No,0,17,60.04,173.8,1,8.6,0,0.33,0
Standard,Annual,No,No,6,28,16.07,109.4,0,18.8,0,2.23,0
Pro,Annual,Yes,No,3,17,88.74,189.2,0,29.5,0,3.82,0
Pro,Monthly,No,No,0,13,96.06,149.1,0,18.4,0,1.69,0
Pro,Monthly,No,No,1,22,96.41,192.4,0,13.4,0,1.47,0
Basic,Monthly,No,No,2,19,26.38,113.0,0,19.7,0,0.31,0
Basic,Monthly,Yes,No,0,25,97.69,181.9,0,12.1,1,0.65,1
Standard,Monthly,Yes,No,0,12,127.3,186.3,2,7.8,0,1.57,1
Standard,Annual,Yes,No,1,49,215.02,135.5,0,9.3,2,0.78,0
Standard,Monthly,Yes,Yes,0,13,189.37,50.0,1,21.5,0,1.12,0
Basic,Annual,No,No,3,23,94.51,128.9,1,4.8,0,1.1,1
Basic,Monthly,Yes,No,2,16,143.28,96.4,0,13.8,0,2.29,0
Pro,Monthly,Yes,No,0,25,87.39,71.7,1,29.0,1,1.54,0
Standard,Annual,No,Yes,2,14,179.36,171.1,0,4.2,0,0.32,0
Basic,Monthly,No,No,4,28,60.5,108.2,0,7.9,0,0.24,0
Basic,Monthly,No,No,2,18,101.66,161.7,1,6.9,0,1.51,1
Standard,Monthly,Yes,No,0,19,121.87,159.4,0,10.5,0,0.21,0
Standard,Monthly,Yes,Yes,0,12,88.43,153.5,1,23.3,0,0.66,0
Standard,Monthly,Yes,No,4,7,41.68,131.8,1,24.8,1,0.43,1
Basic,Monthly,Yes,Yes,1,28,70.17,101.2,2,21.2,1,0.49,1
Standard,Annual,Yes,Yes,1,11,152.85,112.5,0,5.4,0,0.52,0
Standard,Monthly,No,No,0,25,178.67,146.7,0,26.1,0,0.78,0
Pro,Annual,Yes,No,1,28,117.22,143.4,1,17.1,0,0.92,0
Standard,Monthly,Yes,No,0,32,93.53,129.3,1,14.1,0,0.82,0
Standard,Monthly,Yes,Yes,1,32,111.47,119.2,2,35.1,0,0.69,0
Basic,Monthly,No,No,1,7,167.75,150.4,1,16.0,0,1.19,0
Basic,Annual,Yes,No,3,14,130.97,156.0,0,10.3,1,0.39,0
Standard,Monthly,Yes,No,0,27,108.61,196.4,2,10.5,0,1.78,1
Basic,Annual,Yes,Yes,0,57,183.34,128.2,1,20.4,0,3.77,0
Basic,Monthly,Yes,No,0,11,123.11,123.0,0,10.0,1,0.65,0
Pro,Monthly,No,No,2,9,150.98,108.3,0,2.6,1,2.54,0
Basic,Monthly,Yes,No,0,21,124.17,156.3,1,12.7,1,3.23,1
Basic,Monthly,Yes,Yes,0,22,134.79,219.5,0,10.3,0,0.58,1
Standard,Monthly,No,No,1,23,33.99,144.7,2,23.5,1,0.93,1
Standard,Annual,No,No,2,30,121.49,134.6,0,20.5,0,0.7,0
Basic,Annual,Yes,No,1,35,147.15,128.0,2,7.7,0,1.53,0
Basic,Monthly,Yes,No,2,25,116.9,165.0,0,19.9,0,0.17,0
Standard,Monthly,No,No,1,13,137.35,124.3,2,25.0,1,0.56,0
Basic,Monthly,Yes,No,0,8,70.2,132.1,0,19.1,1,2.69,1
Pro,Annual,No,Yes,1,1,110.46,120.3,1,13.3,0,2.93,0
Pro,Monthly,Yes,No,2,20,141.18,77.8,2,1.7,1,3.51,0
Basic,Monthly,Yes,Yes,0,21,201.26,72.0,0,23.3,0,2.84,0
Standard,Annual,Yes,No,0,18,27.72,50.0,0,6.3,0,1.1,0
Basic,Annual,Yes,No,2,10,96.39,104.4,0,14.1,0,0.63,0
Standard,Annual,Yes,No,0,19,18.9,119.4,2,24.3,0,0.23,1
Pro,Monthly,No,Yes,0,10,210.96,107.8,0,7.7,0,0.57,0
Basic,Monthly,No,No,0,28,64.94,177.3,0,6.5,0,0.94,1
Pro,Monthly,Yes,No,1,17,99.55,124.1,0,18.3,0,0.52,0
Standard,Annual,Yes,No,3,33,110.81,128.0,0,30.0,1,4.17,0
Pro,Monthly,Yes,Yes,0,20,104.8,151.2,1,11.1,0,0.41,0
Basic,Monthly,No,Yes,2,14,77.7,109.1,1,7.9,0,1.2,1
Basic,Annual,Yes,Yes,2,22,64.61,125.4,0,25.9,0,4.17,0
Basic,Monthly,No,Yes,1,26,165.17,158.9,0,7.4,0,0.76,0
Basic,Monthly,Yes,No,2,27,104.08,107.1,0,14.6,0,1.82,0
Standard,Monthly,Yes,Yes,0,25,111.33,137.6,1,6.1,0,1.9,0
Standard,Annual,Yes,No,2,21,152.07,94.5,1,15.8,0,0.96,0
Standard,Annual,No,Yes,2,51,189.52,107.9,0,17.1,0,0.36,0
Basic,Monthly,No,No,1,17,132.35,182.6,1,3.1,1,1.59,1
Basic,Annual,No,No,1,22,106.32,142.8,1,2.2,0,0.7,0
Basic,Monthly,No,No,0,44,213.68,132.1,3,25.3,1,1.35,0
Pro,Monthly,Yes,No,0,43,157.98,76.0,0,14.6,0,0.96,0
Standard,Monthly,No,No,1,18,36.13,113.8,0,2.7,0,0.22,1
Basic,Monthly,Yes,Yes,0,27,137.37,213.0,0,30.4,2,1.65,1
Basic,Monthly,Yes,No,1,16,203.56,103.6,1,8.7,1,1.63,0
Basic,Monthly,Yes,No,1,30,71.97,176.0,2,25.0,0,0.35,1
Standard,Monthly,Yes,No,1,24,130.61,75.9,0,41.1,1,0.39,0
Pro,Monthly,No,No,2,26,165.19,111.2,3,2.8,0,1.0,0
Standard,Monthly,Yes,Yes,3,33,148.2,181.7,0,10.4,0,0.36,0
Basic,Monthly,Yes,No,1,22,169.09,72.5,0,36.5,2,1.12,0
Standard,Monthly,No,Yes,2,21,168.84,150.8,0,3.5,1,3.09,1
Basic,Monthly,Yes,No,1,18,171.44,79.6,0,16.5,1,0.19,0
Standard,Annual,Yes,No,1,16,89.25,112.3,0,29.7,0,1.16,0
Standard,Monthly,Yes,Yes,0,7,92.68,91.2,0,13.8,0,2.23,0
Basic,Monthly,Yes,No,3,13,221.29,79.9,2,15.8,0,1.01,0
Standard,Annual,No,Yes,3,20,67.79,188.3,0,18.0,0,0.38,1
Basic,Annual,Yes,No,1,9,176.87,128.8,0,37.8,1,1.94,0
Basic,Annual,Yes,No,1,8,187.18,114.3,0,34.2,0,0.99,0
Standard,Monthly,No,Yes,0,11,178.61,69.5,0,41.7,0,3.95,0
Pro,Monthly,Yes,No,1,12,213.06,141.1,0,13.6,0,0.67,0
Standard,Annual,Yes,Yes,0,25,90.07,156.1,1,11.4,0,3.24,1
Standard,Annual,No,No,0,15,108.11,88.6,0,12.9,0,1.53,0
Standard,Monthly,Yes,No,0,14,107.09,98.0,0,30.8,1,0.67,0
Basic,Monthly,No,No,0,15,179.74,230.5,0,15.9,0,1.81,1
Basic,Monthly,Yes,No,0,12,120.02,172.8,1,10.2,0,0.55,0
Basic,Annual,Yes,No,0,15,74.21,132.7,0,17.7,1,1.32,1
Pro,Annual,Yes,No,1,42,97.43,177.0,2,25.1,1,3.42,0
Basic,Monthly,Yes,Yes,1,23,132.29,207.7,1,11.8,0,2.25,1
Basic,Annual,No,Yes,0,12,66.28,91.9,0,10.4,0,0.05,1
Basic,Annual,Yes,Yes,1,17,110.92,108.3,3,35.4,0,2.12,0
Standard,Monthly,No,No,2,10,171.87,152.1,1,35.5,0,0.31,0
Standard,Monthly,Yes,Yes,2,23,149.45,208.3,1,14.3,0,3.39,1
Basic,Annual,Yes,No,1,12,167.9,152.1,2,21.9,0,1.92,0
Standard,Annual,Yes,No,2,26,62.21,137.9,2,26.8,0,0.87,0
Basic,Annual,No,No,1,4,72.97,76.5,0,23.5,1,0.36,0
Basic,Annual,Yes,No,1,34,138.37,110.8,1,17.7,0,1.64,0
Basic,Annual,No,Yes,0,11,96.95,155.1,0,14.5,1,1.39,1
Basic,Monthly,No,No,0,15,111.08,109.3,1,19.2,0,0.47,0
Basic,Annual,Yes,Yes,2,31,45.54,146.6,2,24.3,0,1.33,0
Standard,Annual,Yes,Yes,5,24,204.0,107.9,1,3.2,0,3.27,0
Standard,Monthly,No,No,2,25,114.43,81.9,0,12.4,0,1.39,0
Pro,Monthly,Yes,No,0,7,167.67,153.5,0,10.3,0,2.33,0
Basic,Annual,Yes,Yes,1,11,150.14,93.7,2,9.8,1,4.43,1
Standard,Monthly,No,No,0,23,133.63,132.2,1,10.0,0,1.2,0
Standard,Monthly,Yes,Yes,2,40,36.44,69.7,1,14.2,0,0.65,0
Basic,Annual,Yes,No,0,14,157.08,187.8,0,7.2,0,1.29,0
Basic,Annual,Yes,No,2,13,176.15,160.9,0,8.8,0,0.34,0
Basic,Annual,Yes,No,1,26,132.38,111.2,0,29.9,1,0.57,0
Standard,Monthly,No,No,4,5,181.95,188.2,0,22.3,0,0.71,0
Pro,Monthly,Yes,Yes,1,30,140.35,195.8,0,18.4,1,0.38,0
Standard,Monthly,No,No,0,18,104.18,87.5,0,24.6,0,1.57,0
Standard,Monthly,No,No,0,13,149.72,164.9,1,13.7,0,1.64,1
Basic,Annual,Yes,No,1,17,59.84,106.0,0,10.4,1,2.21,1
Standard,Monthly,No,No,1,32,102.73,127.1,2,14.0,0,0.52,0
Standard,Monthly,Yes,No,3,8,104.7,169.4,1,7.7,0,0.8,1
Basic,Monthly,Yes,No,1,15,180.97,209.2,1,12.3,1,2.8,1
Standard,Monthly,No,No,1,21,75.33,161.6,1,5.6,0,3.73,1
Basic,Monthly,Yes,No,2,5,30.8,87.4,3,31.9,0,0.02,1
Basic,Monthly,Yes,Yes,1,5,101.68,95.9,0,37.9,1,2.39,1
Basic,Monthly,Yes,No,0,6,57.76,65.9,1,10.6,0,0.75,1
Basic,Monthly,No,No,0,18,211.91,71.0,2,10.0,0,2.19,0
Basic,Annual,Yes,No,1,16,90.49,140.3,1,6.6,0,1.33,1
Basic,Monthly,No,No,1,11,162.7,167.7,1,23.0,1,2.55,1
Basic,Monthly,Yes,No,1,17,131.66,59.7,0,23.1,1,0.22,0
Basic,Annual,Yes,No,1,5,113.31,219.2,2,12.3,0,1.03,1
Standard,Monthly,Yes,No,1,18,118.33,115.1,1,17.9,1,0.33,0
Basic,Annual,No,No,1,32,149.85,91.2,0,16.0,1,1.08,0
Standard,Annual,Yes,No,1,24,118.4,154.5,1,13.1,0,0.51,0
Standard,Monthly,Yes,No,2,18,143.29,60.6,1,4.4,0,1.36,0
Standard,Monthly,Yes,No,1,11,144.41,161.6,1,6.4,0,1.02,0
Standard,Monthly,No,No,0,28,178.03,139.0,0,1.3,0,0.4,0
Basic,Monthly,Yes,No,0,25,32.71,106.9,1,4.4,0,1.14,1
Basic,Annual,No,No,1,13,145.47,154.9,1,1.7,0,0.4,0
Basic,Monthly,No,No,1,16,190.43,118.0,0,20.6,0,0.64,0
Basic,Annual,Yes,Yes,0,10,168.07,106.4,0,14.9,0,1.9,0
Standard,Annual,Yes,No,0,34,175.99,140.4,1,2.2,1,1.06,0
Standard,Monthly,Yes,Yes,0,22,122.49,159.6,1,9.3,0,1.05,0
Pro,Monthly,No,No,1,25,200.92,76.4,1,23.1,0,1.51,0
Pro,Monthly,No,No,0,29,112.71,106.6,0,17.6,1,3.55,0
Basic,Monthly,Yes,No,0,12,92.32,148.7,0,15.0,0,2.79,1
Standard,Monthly,Yes,No,0,13,152.36,102.7,0,4.2,0,0.47,0
Standard,Annual,No,No,1,20,53.8,88.6,0,24.8,0,1.74,1
Basic,Monthly,Yes,No,1,24,179.27,111.2,2,10.1,0,0.26,0
Basic,Monthly,Yes,Yes,0,32,253.66,182.9,2,14.4,0,0.98,0
Standard,Annual,Yes,No,0,13,182.98,127.0,0,12.9,0,0.82,0
Basic,Annual,Yes,No,2,16,141.91,154.3,1,7.2,0,1.39,0
Basic,Annual,No,No,2,63,174.54,94.3,1,19.1,0,1.24,0
Standard,Monthly,No,No,3,18,159.6,163.8,1,16.8,0,2.02,0
Standard,Monthly,No,No,4,21,122.83,215.9,1,2.1,1,1.11,1
Basic,Monthly,Yes,No,2,10,159.31,87.4,0,13.5,1,3.2,0
Basic,Monthly,No,No,1,18,167.78,181.9,1,20.9,0,0.62,0
Pro,Monthly,Yes,No,1,12,112.93,146.9,0,17.0,1,0.81,0
Basic,Monthly,Yes,No,1,27,226.81,144.8,0,10.1,1,1.34,0
Basic,Annual,Yes,No,3,12,89.63,85.2,0,18.1,0,0.29,0
Standard,Monthly,Yes,Yes,2,8,132.42,113.5,1,17.1,1,1.36,0
Basic,Annual,Yes,No,2,3,134.51,147.3,0,9.8,1,1.08,1
Standard,Annual,Yes,Yes,3,32,105.69,112.9,0,9.4,0,2.34,0
Basic,Monthly,Yes,No,0,15,100.71,121.4,1,11.8,0,1.43,0
Basic,Monthly,Yes,No,1,26,149.17,114.1,1,20.4,0,1.14,0
Basic,Monthly,No,Yes,1,11,146.88,129.4,2,10.3,1,1.05,1
Basic,Monthly,No,Yes,0,32,105.19,100.4,0,14.4,1,0.69,0
Standard,Monthly,Yes,Yes,0,32,107.02,101.1,0,12.0,0,0.97,0
Basic,Monthly,No,No,2,44,187.02,132.6,0,38.2,0,0.8,0
Standard,Monthly,Yes,Yes,2,10,122.29,154.8,1,15.5,0,1.11,1
Standard,Monthly,Yes,No,1,15,88.61,144.3,2,15.0,0,1.82,1
Basic,Monthly,Yes,No,0,16,147.62,158.1,1,13.6,0,3.22,1
Basic,Annual,No,No,1,19,137.12,63.6,0,6.6,0,0.2,0
Basic,Monthly,No,No,2,12,127.04,140.9,2,9.8,0,0.45,0
Basic,Monthly,No,Yes,0,26,72.56,136.3,0,9.5,1,0.82,1
Pro,Monthly,Yes,Yes,1,16,167.13,191.6,0,19.2,0,0.09,0
Basic,Monthly,Yes,No,0,14,121.63,127.7,2,17.5,0,1.49,1
Standard,Monthly,Yes,No,0,8,98.05,91.7,1,24.8,0,0.29,1
Basic,Monthly,No,No,0,22,147.0,232.3,0,6.0,0,1.05,1
Basic,Monthly,Yes,Yes,0,29,119.35,129.9,0,9.9,0,3.42,0
Standard,Monthly,Yes,Yes,3,15,109.31,122.5,0,4.1,1,1.29,0
Basic,Monthly,Yes,No,0,18,122.13,142.7,2,18.5,2,1.08,1
Standard,Monthly,Yes,Yes,1,20,97.4,183.5,3,3.4,1,2.83,1
Basic,Annual,Yes,No,1,24,240.39,83.6,1,25.4,0,0.89,0
Standard,Monthly,Yes,Yes,3,24,91.56,147.3,0,31.9,1,0.77,0
Standard,Monthly,Yes,No,1,15,146.35,83.2,0,27.6,0,1.68,0
Standard,Annual,No,Yes,0,16,122.49,114.3,2,12.8,0,0.52,0
Basic,Monthly,Yes,No,1,22,52.28,183.5,1,6.3,1,0.22,0
Standard,Annual,Yes,Yes,0,22,193.46,121.0,1,18.0,0,1.44,0
Pro,Monthly,Yes,Yes,3,42,68.43,164.8,0,23.0,1,2.55,0
Basic,Monthly,Yes,No,2,39,100.38,103.1,0,24.7,0,0.28,0
Basic,Annual,Yes,No,2,25,145.01,223.6,1,14.0,0,1.11,0
Basic,Monthly,No,No,2,24,64.91,103.3,0,1.9,0,1.29,1
Standard,Monthly,Yes,Yes,1,7,164.23,113.1,1,6.3,0,0.95,0
Standard,Monthly,No,Yes,1,20,122.98,149.3,1,8.7,0,0.16,1
Standard,Annual,Yes,No,0,12,77.67,110.9,2,11.7,0,1.0,0
Standard,Monthly,No,Yes,1,6,121.33,178.1,2,20.9,0,1.48,1
Standard,Monthly,Yes,No,0,31,133.16,116.8,0,15.7,0,0.66,0
Standard,Annual,No,No,0,26,158.54,132.6,1,13.3,1,1.61,0
Basic,Monthly,Yes,No,0,9,105.9,136.9,0,7.1,0,1.23,1
Standard,Monthly,Yes,No,1,9,105.92,160.4,1,16.1,0,1.58,0
Basic,Annual,Yes,Yes,1,9,108.91,101.5,2,17.1,0,1.04,1
Standard,Monthly,Yes,No,0,14,121.73,92.2,0,28.7,0,1.8,0
Basic,Monthly,Yes,Yes,1,13,164.22,97.6,0,9.4,1,2.15,0
Pro,Annual,Yes,Yes,2,15,139.38,152.4,1,28.4,1,0.3,0
Basic,Annual,Yes,No,0,8,225.85,50.0,1,4.4,0,1.68,0
Standard,Annual,Yes,No,2,25,216.17,177.9,1,14.1,0,1.5,0
Basic,Annual,Yes,No,1,17,1.0,223.5,0,14.0,0,0.9,1
Basic,Annual,Yes,No,4,26,176.15,138.7,0,31.8,1,0.78,0
Basic,Monthly,No,No,0,7,165.43,124.0,2,9.9,0,4.17,1
Basic,Monthly,No,No,1,24,120.07,185.7,1,11.8,0,3.47,1
Standard,Monthly,No,No,0,14,167.33,143.2,0,1.1,1,2.4,1
Basic,Monthly,Yes,No,2,24,119.57,90.4,0,22.2,0,0.8,0
Standard,Monthly,No,No,2,26,37.83,165.7,2,23.7,0,0.63,1
Standard,Annual,No,No,1,12,182.55,154.8,1,22.3,1,2.58,1
Standard,Monthly,No,No,1,33,222.31,107.8,0,23.9,0,1.34,0
Standard,Monthly,Yes,Yes,3,49,253.2,163.6,1,15.7,0,1.59,0
Standard,Monthly,No,No,2,13,56.53,121.1,1,21.5,0,0.78,1
Pro,Monthly,Yes,No,1,17,91.57,69.6,1,17.3,0,3.8,0
Basic,Monthly,Yes,No,0,12,76.04,175.9,0,12.7,0,1.01,0
Standard,Monthly,No,Yes,0,5,141.36,125.0,0,0.5,0,0.49,1
Basic,Monthly,Yes,No,2,19,244.13,139.7,1,15.1,0,0.44,0
Basic,Monthly,Yes,Yes,1,16,152.5,135.9,1,17.8,0,2.84,0
Standard,Monthly,Yes,No,1,23,175.13,185.1,1,17.4,0,0.26,0
Basic,Annual,No,Yes,1,24,44.95,212.1,1,21.1,0,1.63,1
Basic,Annual,Yes,No,3,26,168.91,101.9,1,7.6,1,0.93,0
Standard,Monthly,Yes,Yes,0,7,83.69,151.2,0,20.9,0,2.71,1
Basic,Annual,Yes,No,1,6,163.37,157.4,1,14.0,1,1.61,0
Basic,Annual,Yes,Yes,0,17,174.05,94.9,1,9.2,1,0.93,0
Basic,Annual,No,No,0,23,116.05,155.4,1,31.3,2,1.2,1
Standard,Monthly,Yes,No,0,32,48.17,132.0,0,26.8,0,1.3,1
Standard,Monthly,No,No,1,32,122.81,143.9,0,24.6,1,1.78,0
Pro,Annual,Yes,Yes,2,11,111.51,246.4,0,5.4,0,1.11,1
Basic,Annual,No,No,0,15,95.47,135.6,0,9.3,0,0.37,1
Basic,Monthly,Yes,No,0,6,159.88,201.3,1,7.4,0,0.72,1
Standard,Annual,Yes,No,2,13,140.36,54.9,0,13.7,0,1.53,0
Pro,Monthly,Yes,No,0,26,137.11,158.8,1,16.4,0,3.93,0
Standard,Monthly,Yes,No,1,46,108.37,106.0,2,11.5,1,0.37,0
Standard,Annual,Yes,No,2,43,83.21,159.6,1,6.2,1,3.58,0
Basic,Monthly,Yes,Yes,1,29,90.96,140.3,0,18.1,0,0.99,0
Basic,Monthly,Yes,No,1,18,145.64,82.7,0,9.9,0,2.81,0
Pro,Monthly,Yes,No,1,19,157.37,106.3,0,22.5,1,4.7,0
Standard,Monthly,No,No,0,20,78.42,54.8,1,21.9,0,1.23,0
Basic,Monthly,No,No,1,49,214.96,140.9,2,19.2,1,2.58,0
Standard,Monthly,No,No,2,19,75.32,150.2,1,7.5,0,0.2,1
Basic,Monthly,Yes,Yes,1,26,139.93,225.0,2,30.7,0,3.21,1
Standard,Monthly,Yes,No,1,25,103.56,148.8,1,3.0,0,1.29,0
Pro,Monthly,No,No,2,24,168.98,115.0,0,16.7,0,3.34,0
Basic,Monthly,Yes,No,0,19,142.7,142.6,1,21.3,0,0.72,0
Standard,Annual,Yes,No,2,11,109.83,98.2,0,2.7,0,1.8,0
Basic,Monthly,Yes,No,1,21,143.87,160.9,0,16.3,0,3.22,1
Standard,Monthly,Yes,Yes,0,22,116.93,125.4,0,20.5,0,0.6,0
Basic,Monthly,Yes,No,2,11,122.42,135.1,0,7.0,0,1.43,0
Standard,Monthly,No,No,1,17,188.31,158.7,1,6.1,0,0.81,0
Basic,Monthly,Yes,No,1,38,177.12,156.1,1,13.8,0,0.63,0
Pro,Annual,No,No,0,45,72.9,125.2,3,33.0,0,0.33,0
Standard,Monthly,Yes,No,1,38,89.68,223.5,0,5.8,0,1.35,1
Basic,Monthly,No,No,1,31,144.3,116.1,0,34.4,0,0.8,0
Basic,Monthly,Yes,No,2,6,168.23,147.9,2,10.0,0,1.64,1
